Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05479150107845132,0.06284914745063354,0.05479150107845132,0.060162853449583054,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.06016285859582408,0.06338628810971507,0.06016285859582408,0.06231139972805977,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06231142480302428,0.06392344911643902,0.06231142480302428,0.06338631361722946,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06338629634583956,0.06392343169869139,0.06123713711881452,0.061774272471666336,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.061774266203842236,0.06231140150219452,0.060162860308785406,0.06069999560713768,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06069999742965489,0.06069999742965489,0.058551456171735836,0.05908859148621559,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05908860867875193,0.06016287962028342,0.05640293132492322,0.0574772022664547,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05747718162746202,0.05747718162746202,0.05532864051590042,0.05586577579379082,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05586579294853258,0.056940063834190376,0.055328657505703684,0.05694006383419037,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05694004357355126,0.059088584580364194,0.05640290832184802,0.058551449328660965,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05855146654969183,0.059625737369060516,0.05855146654969183,0.059625737369060516,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05962572680069536,0.05962572680069536,0.058014320857256066,0.05908859148621559,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.059088584580364194,0.059088584580364194,0.05855144932866096,0.058551449328660965,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.058551456171735836,0.060162862115175124,0.058551456171735836,0.05908859148621559,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.059625737369060516,0.06123714359811354,0.059625737369060516,0.059625737369060516,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.059625737369060516,0.06016287277874485,0.059625737369060516,0.059625737369060516,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05962571983206743,0.060162855083770665,0.057477178825254494,0.058551449328660965,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.058551456171735836,0.060162862115175124,0.058551456171735836,0.05908859148621559,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.059088582975356706,0.060699988686696224,0.059088582975356706,0.060162853449583054,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.060162860308785406,0.06123713090548996,0.05908858971208085,0.06069999560713768,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06123713711881452,0.06284916099298773,0.06123713711881452,0.061774272471666336,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.061774264445000844,0.06284915282665615,0.061774264445000844,0.06231139972805977,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.06231139972805977,0.06231139972805977,0.06016285859582408,0.06231139972805977,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.06231141606920742,0.06499771100451943,0.06177428064528492,0.06446057558059692,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.06446056009155396,0.06499769538640976,0.06446056009155396,0.06499769538640976,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06499770552360919,0.06499770552360919,0.062311410814818106,0.06284916400909424,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06284916400909424,0.06338629938772297,0.06123714005756063,0.06284916400909424,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.06284916099298773,0.06284916099298773,0.06177427247166634,0.061774272471666336,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.06177427444542861,0.06231140981544256,0.061237139075414664,0.06204283982515335,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.06204282116009461,0.06929476659451604,0.061774255861165465,0.06822049617767334,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06875764226349697,0.07547245355177465,0.06875764226349697,0.07251820713281631,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07251820655070626,0.07359247712887443,0.07198045344607779,0.07305534183979034,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07305536666772101,0.07305536666772101,0.07036907149381642,0.07090620696544647,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.0709061788174029,0.07144331407580319,0.06768336726700111,0.069294773042202,30902400,0.0,0.0
