Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.4013197052770445,0.4479012380805325,0.3559325034576818,0.376237004995346,271468800,0.0,0.0
1999-01-25 00:00:00-05:00,0.4060969352511279,0.4204297795167039,0.3762369432695244,0.4156524837017059,51048000,0.0,0.0
1999-01-26 00:00:00-05:00,0.4204298831202046,0.4287911028429955,0.3774313397276558,0.3834038972854614,34320000,0.0,0.0
1999-01-27 00:00:00-05:00,0.3845982038910024,0.3941537540881428,0.3630984688214938,0.3822095692157745,24436800,0.0,0.0
1999-01-28 00:00:00-05:00,0.3822096319532568,0.3845982670205652,0.37862570886251,0.3810153007507324,22752000,0.0,0.0
1999-01-29 00:00:00-05:00,0.3810150855545847,0.3822094160825549,0.3630983233451843,0.3630983233451843,24403200,0.0,0.0
1999-02-01 00:00:00-05:00,0.3630985055402966,0.3726540567037543,0.3630985055402966,0.370265394449234,15470400,0.0,0.0
1999-02-02 00:00:00-05:00,0.3630986376256349,0.3726541922651417,0.3308499631808891,0.3415998220443725,26409600,0.0,0.0
1999-02-03 00:00:00-05:00,0.3368224429567874,0.353543955648448,0.3344328509187109,0.3487657010555267,7512000,0.0,0.0
1999-02-04 00:00:00-05:00,0.3535438048783721,0.3774312403721964,0.3487655523231545,0.367876648902893,18192000,0.0,0.0
1999-02-05 00:00:00-05:00,0.3738483642645664,0.382209583773694,0.3642928137034662,0.3786256611347198,13684800,0.0,0.0
1999-02-08 00:00:00-05:00,0.3810151988538375,0.3822095297369557,0.3654880225658417,0.3654880225658417,15408000,0.0,0.0
1999-02-09 00:00:00-05:00,0.3726538694058025,0.3750425304597682,0.3463768481977834,0.3511550724506378,8697600,0.0,0.0
1999-02-10 00:00:00-05:00,0.3511551783859212,0.360709798146464,0.3415996291424502,0.3475712835788727,14822400,0.0,0.0
1999-02-11 00:00:00-05:00,0.3487656655148758,0.3917642115435951,0.3487656655148758,0.3774313628673553,13224000,0.0,0.0
1999-02-12 00:00:00-05:00,0.3822096315768796,0.401319778268404,0.3822096315768796,0.3989311158657074,10972800,0.0,0.0
1999-02-16 00:00:00-05:00,0.4060970995552639,0.4228195416458423,0.3607099141565543,0.4013198018074035,21100800,0.0,0.0
1999-02-17 00:00:00-05:00,0.3917642301293191,0.3965424844620023,0.372654083261352,0.3798209726810455,6772800,0.0,0.0
1999-02-18 00:00:00-05:00,0.3917640906154062,0.3965423432464716,0.3750426121269953,0.385792464017868,7070400,0.0,0.0
1999-02-19 00:00:00-05:00,0.3822096315768796,0.4060970757360568,0.3774313772883137,0.3989311158657074,7536000,0.0,0.0
1999-02-22 00:00:00-05:00,0.4060970995552639,0.4108753541240933,0.3798209914521919,0.4013198018074035,20524800,0.0,0.0
1999-02-23 00:00:00-05:00,0.4108752331013475,0.4287910443652794,0.3869868377564023,0.4204298257827759,13809600,0.0,0.0
1999-02-24 00:00:00-05:00,0.4825395118704356,0.5016496844369195,0.4431239608199142,0.4538738429546356,61276800,0.0,0.0
