Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09919209033250809,0.09962333635686968,0.09919209033250809,0.09919209033250809,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09444841635739647,0.09444841635739647,0.09401717036962509,0.09401717036962509,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08754776488370605,0.08754776488370605,0.08711652457714081,0.08711652457714081,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08927270770072937,0.08970395362082083,0.08927270770072937,0.08927270770072937,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09186095744371414,0.09229219767217421,0.09186095744371414,0.09186095744371414,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09746710956096649,0.09789835554909003,0.09746710956096649,0.09746710956096649,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10221083462238312,0.10264285237231441,0.10221083462238312,0.10221083462238312,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.1065240353345871,0.10695528150901769,0.1065240353345871,0.1065240353345871,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11213015019893646,0.11256139617778275,0.11213015019893646,0.11213015019893646,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12248073518276215,0.12291198108768729,0.12248073518276215,0.12248073518276215,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12420572340488434,0.1246369693657737,0.12420572340488434,0.12420572340488434,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12161830312259528,0.12161830312259528,0.12118706852197647,0.12118706852197647,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11816838294987667,0.11816838294987667,0.11773713678121565,0.11773713678121567,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11903083324432372,0.11989332536045061,0.11903083324432372,0.11903083324432373,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11687463769278189,0.11687463769278189,0.11644340306520462,0.11644340306520462,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11169890205837574,0.11169890205837574,0.11126765608787537,0.11126765608787537,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10695528150901769,0.10695528150901769,0.1065240353345871,0.1065240353345871,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10479904956455197,0.10479904956455197,0.10436781495809555,0.10436781495809555,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1099739596247673,0.11040520571264233,0.1099739596247673,0.1099739596247673,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10997390851958441,0.10997390851958441,0.10911142826080322,0.10911142826080322,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10566153280328491,0.10566153280328491,0.10523028671741486,0.10523028671741486,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10566148906946182,0.10609273497683702,0.10566148906946182,0.10566148906946182,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10781770944595338,0.10868018976338165,0.10781770944595338,0.10781770944595337,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10738647620375029,0.10738647620375029,0.10695523023605347,0.10695523023605347,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11342388391494751,0.11385512992153238,0.11342388391494751,0.11342388391494751,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11040520571264233,0.11040520571264233,0.1099739596247673,0.1099739596247673,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11213015019893646,0.11299263064046011,0.11213015019893646,0.11213015019893646,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11342388391494751,0.11428637592811725,0.11342388391494751,0.11342388391494751,35548800,0.0,0.0
