Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sma_20,ema_12,roc,upper_band,lower_band,historical_volatility,price_roc,volume_price_interaction,Open - Close,High - Low,Close Tomorrow,Close_Ratio_2,Trend_2,trend_Positive_2,trend_Negative_2,Close_Ratio_5,Trend_5,trend_Positive_5,trend_Negative_5,Close_Ratio_60,Trend_60,trend_Positive_60,trend_Negative_60,Close_Ratio_250,Trend_250,trend_Positive_250,trend_Negative_250
2023-01-31 05:00:00+00:00,11398.580078125,11586.009765625,11398.3701171875,11584.5498046875,569.515,0.0,0.0,11013.990966796875,11285.703863020286,1.6740690038561823,11819.757573366063,10208.224360227687,0.2128491036631849,0.016740690038561823,6597574.882016601,-185.9697265625,187.6396484375,1,1.0083008639242765,0.0,1.0,-1.0,1.0086530589894642,1.0,3.0,-2.0,1.0580633186361996,2.0,31.0,-29.0,0.9701085099029874,-22.0,114.0,-136.0
2023-02-01 05:00:00+00:00,11573.1396484375,11904.01953125,11500.330078125,11816.3203125,633.604,0.0,0.0,11085.457958984374,11367.337162940243,2.000686360023396,11910.388419863984,10260.527498104764,0.21343792963149502,0.02000686360023396,7486867.8152812505,-243.1806640625,403.689453125,1,1.009904354267676,2.0,2.0,0.0,1.0199003218036502,3.0,4.0,-1.0,1.0768167323396407,4.0,32.0,-28.0,0.990380280918849,-22.0,114.0,-136.0
2023-02-02 05:00:00+00:00,12065.150390625,12269.5498046875,12024.1396484375,12200.8203125,703.821,0.0,0.0,11172.560986328124,11495.56533979559,3.2539740784891746,12082.386599086105,10262.735373570144,0.2325409981889158,0.032539740784891746,8587193.553164063,-135.669921875,245.41015625,-1,1.0160093995369193,2.0,2.0,0.0,1.040719979732115,3.0,4.0,-1.0,1.1089496870293418,4.0,32.0,-28.0,1.0231826038926164,-20.0,115.0,-135.0
2023-02-03 05:00:00+00:00,11946.8603515625,12231.3095703125,11946.8603515625,12006.9501953125,595.449,0.0,0.0,11257.646484375,11574.239932952038,-1.5889924793735077,12143.932263697352,10371.360705052648,0.23413075834827618,-0.015889924793735077,7149526.486848632,-60.08984375,284.44921875,-1,0.9919914096539815,0.0,1.0,-1.0,1.0174958968285694,1.0,3.0,-2.0,1.0889491235234208,2.0,31.0,-29.0,1.0076311020022628,-22.0,114.0,-136.0
2023-02-06 05:00:00+00:00,11904.41015625,11973.41015625,11843.490234375,11887.4501953125,553.835,0.0,0.0,11323.5544921875,11622.42612716134,-0.9952568975146847,12190.136112981954,10456.972871393047,0.23220670521799985,-0.009952568975146847,6583685.978920899,16.9599609375,129.919921875,1,0.9949988282590725,-2.0,0.0,-2.0,0.9990110300872085,1.0,3.0,-2.0,1.0760435968499074,0.0,30.0,-30.0,0.9983157871031647,-22.0,114.0,-136.0
2023-02-07 05:00:00+00:00,11891.25,12150.2197265625,11836.7802734375,12113.7900390625,572.024,0.0,0.0,11397.461474609376,11698.020575146133,1.9040234872172324,12269.131731759791,10525.79121745896,0.23678682110089982,0.019040234872172324,6929378.633304687,-222.5400390625,313.439453125,-1,1.0094303394966162,0.0,1.0,-1.0,1.009056495500703,1.0,3.0,-2.0,1.0936268628134096,2.0,31.0,-29.0,1.01803550067724,-22.0,114.0,-136.0
2023-02-08 05:00:00+00:00,12069.1201171875,12096.3896484375,11890.08984375,11910.51953125,505.287,0.0,0.0,11455.85595703125,11730.712722239035,-1.678009171011119,12298.822994037466,10612.888920025034,0.2504100896346332,-0.01678009171011119,6018230.682386719,158.6005859375,206.2998046875,-1,0.9915389656790101,0.0,1.0,-1.0,0.9905699094020036,-1.0,2.0,-3.0,1.0739887822933265,0.0,30.0,-30.0,1.0018215876155647,-24.0,113.0,-137.0
2023-02-09 05:00:00+00:00,12069.099609375,12070.9599609375,11745.1103515625,11789.580078125,553.629,0.0,0.0,11498.75146484375,11739.769238529185,-1.015400317405868,12316.33700760945,10681.16592207805,0.25169401417073134,-0.010154003174058679,6527053.4290722655,279.51953125,325.849609375,-1,0.994897090935552,-2.0,0.0,-2.0,0.9872649233809905,-3.0,1.0,-4.0,1.0623391080346116,-2.0,29.0,-31.0,0.9924491535441975,-24.0,113.0,-137.0
2023-02-10 05:00:00+00:00,11714.599609375,11775.7998046875,11630.5400390625,11718.1201171875,488.503,0.0,0.0,11534.602490234374,11736.438604476618,-0.6061281272442431,12322.655171443066,10746.549809025682,0.25393945059150375,-0.006061281272442431,5724336.831606445,-3.5205078125,145.259765625,1,0.9969601466607206,-2.0,0.0,-2.0,0.9860507083782839,-3.0,1.0,-4.0,1.0550730133870594,-2.0,29.0,-31.0,0.9871226836654547,-24.0,113.0,-137.0
2023-02-13 05:00:00+00:00,11759.08984375,11910.919921875,11719.73046875,11891.7900390625,475.288,0.0,0.0,11575.233984375,11760.338825182138,1.4820629942192687,12348.064086741988,10802.403882008011,0.2569405269339581,0.014820629942192687,5652025.104085938,-132.7001953125,191.189453125,1,1.0073558061308008,0.0,1.0,-1.0,1.0005915204133786,-1.0,2.0,-3.0,1.0698535436439969,-2.0,29.0,-31.0,1.002393918776613,-22.0,114.0,-136.0
2023-02-14 05:00:00+00:00,11808.2001953125,11999.849609375,11760.5595703125,11960.150390625,503.243,0.0,0.0,11618.485986328125,11791.079066019502,0.5748533344260842,12374.826548355573,10862.145424300677,0.256899865660129,0.005748533344260842,6018861.963029297,-151.9501953125,239.2900390625,1,1.002866028940665,2.0,2.0,0.0,1.0089520898117406,-1.0,2.0,-3.0,1.0747523070982605,0.0,30.0,-30.0,1.0088976552641564,-22.0,114.0,-136.0
2023-02-15 05:00:00+00:00,11905.1201171875,12071.2900390625,11876.8203125,12070.58984375,505.664,0.0,0.0,11674.164990234374,11834.080724131885,0.9233951875017299,12388.24688812007,10960.08309234868,0.25005556372320253,0.009233951875017299,6103662.74275,-165.4697265625,194.4697265625,-1,1.004595757436012,2.0,2.0,0.0,1.0155260839933171,1.0,3.0,-2.0,1.0831749105929105,2.0,31.0,-29.0,1.018919768403816,-20.0,115.0,-135.0
2023-02-16 05:00:00+00:00,11896.3095703125,12040.33984375,11853.3603515625,11855.830078125,515.941,0.0,0.0,11724.343017578125,11837.426778592366,-1.779198600938292,12327.705510579704,11120.980524576546,0.2579815335339561,-0.01779198600938292,6116908.826337891,40.4794921875,186.9794921875,-1,0.9910241579673751,0.0,1.0,-1.0,0.9963471775739886,1.0,3.0,-2.0,1.0627748985425232,0.0,30.0,-30.0,1.0014203908595447,-20.0,115.0,-135.0
2023-02-17 05:00:00+00:00,11777.5,11803.2197265625,11673.2099609375,11787.26953125,492.523,0.0,0.0,11756.685009765624,11829.710279001232,-0.5782855053017344,12293.989156746196,11219.380862785052,0.2467023718482083,-0.005782855053017344,5805501.351339844,-9.76953125,130.009765625,-1,0.9971001878768969,-2.0,0.0,-2.0,0.9894354810349436,1.0,3.0,-2.0,1.0554262798185023,0.0,30.0,-30.0,0.9962219889668589,-20.0,115.0,-135.0
2023-02-21 05:00:00+00:00,11640.3701171875,11684.1396484375,11491.1796875,11492.2998046875,500.254,0.0,0.0,11763.0794921875,11777.80097526066,-2.5024432145246744,12283.505832205516,11242.653152169485,0.25685735346554284,-0.025024432145246744,5749068.946494141,148.0703125,192.9599609375,1,0.9873292446992503,-2.0,0.0,-2.0,0.9711889159047912,-1.0,2.0,-3.0,1.028526908784237,-2.0,29.0,-31.0,0.9719128436351921,-20.0,115.0,-135.0
2023-02-22 05:00:00+00:00,11517.2001953125,11582.51953125,11445.169921875,11507.0703125,467.127,0.0,0.0,11771.71953125,11736.150104066712,0.12852525659377,12267.316289036773,11276.122773463228,0.2565591906132022,0.0012852525659377,5375263.233867188,10.1298828125,137.349609375,1,1.0006422135796433,0.0,1.0,-1.0,0.9799412938717302,-1.0,2.0,-3.0,1.029508299111971,-2.0,29.0,-31.0,0.9736660789096808,-18.0,116.0,-134.0
2023-02-23 05:00:00+00:00,11636.9296875,11638.98046875,11432.580078125,11590.400390625,471.458,0.0,0.0,11785.571533203125,11713.727071229525,0.7241641517952591,12241.092664275198,11330.050402131052,0.2573052893501838,0.007241641517952591,5464386.987363282,46.529296875,206.400390625,-1,1.0036077577149487,2.0,2.0,0.0,0.9951768105625348,-1.0,2.0,-3.0,1.0364010406836597,0.0,30.0,-30.0,0.98134250891808,-18.0,116.0,-134.0
2023-02-24 05:00:00+00:00,11404.1796875,11434.3603515625,11334.4697265625,11394.9404296875,443.265,0.0,0.0,11779.698046875,11664.68297253075,-1.6863952439089114,12252.741539566538,11306.654554183464,0.25749766893164133,-0.016863952439089114,5050978.26956543,9.2392578125,99.890625,1,0.9914963209610201,0.0,1.0,-1.0,0.9861995674400714,-1.0,2.0,-3.0,1.0183989356280432,0.0,30.0,-30.0,0.9655452029377491,-20.0,115.0,-135.0
2023-02-27 05:00:00+00:00,11517.1904296875,11565.23046875,11444.599609375,11466.98046875,449.4,0.0,0.0,11771.961572265625,11634.267202718327,0.6322107562301227,12260.685621188108,11283.237523343143,0.2561256312688265,0.006322107562301227,5153261.02265625,50.2099609375,120.630859375,-1,1.0031510930066871,0.0,1.0,-1.0,0.9979671779952627,1.0,3.0,-2.0,1.0241002669801709,2.0,31.0,-29.0,0.9724023925874102,-20.0,115.0,-135.0
2023-02-28 05:00:00+00:00,11451.0498046875,11548.23046875,11435.3896484375,11455.5400390625,534.095,0.0,0.0,11775.048095703125,11606.770716002045,-0.09976845882556651,12254.406504309327,11295.689687096923,0.24607589398734048,-0.000997684588255665,6118346.657163086,-4.490234375,112.8408203125,-1,0.9995009087380421,0.0,1.0,-1.0,0.9976098300321689,1.0,3.0,-2.0,1.023097512668378,0.0,30.0,-30.0,0.9721170914041439,-20.0,115.0,-135.0
2023-03-01 05:00:00+00:00,11447.580078125,11479.0,11349.8701171875,11379.48046875,492.753,0.0,0.0,11764.79462890625,11571.802985655577,-0.663954471401107,12269.417004762085,11260.172253050414,0.2393672873105816,-0.00663954471401107,5607273.139417969,68.099609375,129.1298828125,1,0.9966691700457866,-2.0,0.0,-2.0,0.993193270260163,-1.0,2.0,-3.0,1.01646040480979,-2.0,29.0,-31.0,0.9664409849008213,-22.0,114.0,-136.0
2023-03-02 05:00:00+00:00,11273.76953125,11487.58984375,11273.6103515625,11462.98046875,531.376,0.0,0.0,11747.12763671875,11555.061059977796,0.7337769086146251,12268.613815464862,11225.641457972637,0.22876118263272,0.007337769086146251,6091152.7095625,-189.2109375,213.9794921875,1,1.003655473034559,0.0,1.0,-1.0,1.002711348505495,-1.0,2.0,-3.0,1.0239166998100424,0.0,30.0,-30.0,0.9742192250767653,-20.0,115.0,-135.0
2023-03-03 05:00:00+00:00,11524.650390625,11699.6298828125,11514.740234375,11689.009765625,510.221,0.0,0.0,11721.537109375,11575.66855315429,1.9718196108873487,12197.528121131934,11245.546097618066,0.20701102170316574,0.019718196108873487,5963978.2516269535,-164.359375,184.8896484375,-1,1.009762845206258,2.0,2.0,0.0,1.017249586952957,1.0,3.0,-2.0,1.0434089265572346,2.0,31.0,-29.0,0.9939779756685557,-18.0,116.0,-134.0
2023-03-06 05:00:00+00:00,11736.8701171875,11827.919921875,11667.48046875,11675.740234375,498.288,0.0,0.0,11704.976611328126,11591.064196419014,-0.11352143180701768,12161.818649621635,11248.134573034617,0.2004583201403036,-0.0011352143180701768,5817881.24990625,61.1298828125,160.439453125,-1,0.9994320704801036,0.0,1.0,-1.0,1.0124161643901364,-1.0,2.0,-3.0,1.041200755897916,2.0,31.0,-29.0,0.9932398789684607,-18.0,116.0,-134.0
2023-03-07 05:00:00+00:00,11670.98046875,11705.9599609375,11512.0302734375,11530.330078125,542.282,0.0,0.0,11687.12060546875,11581.720485912243,-1.2454041742200883,12141.84438317991,11232.39682775759,0.20207690786700394,-0.012454041742200883,6252690.455425782,140.650390625,193.9296875,1,0.9937339603693404,-2.0,0.0,-2.0,0.9985123955144408,-1.0,2.0,-3.0,1.0273605246493072,2.0,31.0,-29.0,0.9812924963761337,-18.0,116.0,-134.0
2023-03-08 05:00:00+00:00,11553.08984375,11601.23046875,11487.75,11576.0,508.597,0.0,0.0,11660.231103515625,11580.840411156514,0.3960851212893246,12070.113042529483,11250.349164501768,0.1884285638290023,0.003960851212893246,5887518.8719999995,-22.91015625,113.48046875,-1,1.0019765112729102,0.0,1.0,-1.0,0.9990668607315853,1.0,3.0,-2.0,1.0306736489751926,2.0,31.0,-29.0,0.9857428528945558,-18.0,116.0,-134.0
2023-03-09 05:00:00+00:00,11578.3095703125,11667.1201171875,11319.98046875,11338.349609375,506.179,0.0,0.0,11631.622607421876,11543.534133959358,-2.052957762828267,12047.772807255871,11215.47240758788,0.19269799913300753,-0.02052957762828267,5739234.466923828,239.9599609375,347.1396484375,-1,0.9896287525207449,0.0,1.0,-1.0,0.9806661015916116,-1.0,2.0,-3.0,1.0090146610558144,2.0,31.0,-29.0,0.9660955294729117,-18.0,116.0,-134.0
2023-03-10 05:00:00+00:00,11325.3603515625,11373.8095703125,11093.8603515625,11138.8896484375,619.35,0.0,0.0,11599.0880859375,11481.281136186764,-1.7591622044585642,12062.320436743541,11135.855735131458,0.19839770008610644,-0.017591622044585642,6898871.303759766,186.470703125,279.94921875,1,0.9911261361482294,-2.0,0.0,-2.0,0.9726706217754267,-3.0,1.0,-4.0,0.9912715880397887,0.0,30.0,-30.0,0.9496521637500259,-18.0,116.0,-134.0
