Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sma_20,ema_12,roc,upper_band,lower_band,historical_volatility,price_roc,volume_price_interaction,Open - Close,High - Low,Close Tomorrow,Close_Ratio_2,Trend_2,trend_Positive_2,trend_Negative_2,Close_Ratio_5,Trend_5,trend_Positive_5,trend_Negative_5,Close_Ratio_60,Trend_60,trend_Positive_60,trend_Negative_60,Close_Ratio_250,Trend_250,trend_Positive_250,trend_Negative_250
2023-01-31 05:00:00+00:00,27.06706328128539,27.563975020933064,26.823479204501176,27.534744262695312,5.26216,0.0,0.0,28.260623168945312,28.158506396895863,1.1091221617257174,30.27106958471817,26.250176753172454,0.3945907229499999,0.011091221617257174,144.89222986938475,-0.46768098140992365,0.7404958164318884,1,1.0055150266174093,0.0,1.0,-1.0,0.9801609578056768,-1.0,2.0,-3.0,0.9894063615358014,-4.0,28.0,-32.0,0.7864525277211227,-24.0,113.0,-137.0
2023-02-01 05:00:00+00:00,27.174236591170665,28.674715262557505,26.969626876926384,28.32395362854004,6.33306,0.0,0.0,28.374620532989503,28.18395981714881,2.8662309637426553,30.093231532133963,26.656009533845044,0.4037506299352076,0.028662309637426553,179.37729776676179,-1.1497170373693741,1.7050883856311216,1,1.014128674595699,2.0,2.0,0.0,1.0126802114691094,1.0,3.0,-2.0,1.0165519969401573,-2.0,29.0,-31.0,0.8106680379345224,-24.0,113.0,-137.0
2023-02-02 05:00:00+00:00,28.49933601335081,29.522388357649973,28.060883946708906,29.415212631225582,6.22307,0.0,0.0,28.496899795532226,28.373383327006774,3.852777818369102,30.14099575158405,26.8528038394804,0.406921866522231,0.03852777818369102,183.05292726900097,-0.9158766178747726,1.4615044109410675,1,1.0188998053379577,2.0,2.0,0.0,1.0509642935093164,1.0,3.0,-2.0,1.054494473924536,-2.0,29.0,-31.0,0.8434298185785484,-22.0,114.0,-136.0
2023-02-03 05:00:00+00:00,28.859839692027645,30.37006009165307,28.77214928344048,29.54187393188477,5.76031,0.0,0.0,28.631358242034914,28.55315111237262,0.4305979434761298,30.143868016489392,27.118848467580435,0.4055408579530788,0.004305979434761298,170.17035182857515,-0.6820342398571242,1.597910808212589,-1,1.0021483643111095,2.0,2.0,0.0,1.0398517792362136,3.0,4.0,-1.0,1.0578588795443724,-2.0,29.0,-31.0,0.8485987160783418,-22.0,114.0,-136.0
2023-02-06 05:00:00+00:00,29.1424610156808,29.2410822438966,28.21542636116536,28.294322967529297,4.87264,0.365,0.0,28.646440410614012,28.513331397781343,-4.222991971436796,30.138005506094057,27.154875315133967,0.41340677452253605,-0.04222991971436796,137.86804986450196,0.8481380481515046,1.0256558827312396,1,0.9784295816247194,0.0,1.0,-1.0,0.9885508255584045,3.0,4.0,-1.0,1.0128560030985483,-4.0,28.0,-32.0,0.8143720038140627,-24.0,113.0,-137.0
2023-02-07 05:00:00+00:00,28.254873809031697,28.86632392097875,28.03790861113744,28.649356842041016,5.07808,0.0,0.0,28.65101852416992,28.53425838920591,1.2547883719258968,30.141999960035957,27.160037088303884,0.40954120451308407,0.012547883719258968,145.48372599243163,-0.394483033009319,0.8284153098413114,-1,1.0062348249305106,0.0,1.0,-1.0,0.9932193607932999,3.0,4.0,-1.0,1.024443265369642,-2.0,29.0,-31.0,0.8262497188267209,-24.0,113.0,-137.0
2023-02-08 05:00:00+00:00,28.55073579757808,28.7183913117724,27.820939878583964,27.850526809692383,3.64791,0.0,0.0,28.609321880340577,28.4290689154346,-2.788300054179238,30.142414267535255,27.0762294931459,0.421299899393698,-0.02788300054179238,101.59621525434494,0.7002089878856985,0.8974514331884365,-1,0.9858613862415604,0.0,1.0,-1.0,0.9687052614670825,1.0,3.0,-2.0,0.996559175305532,-4.0,28.0,-32.0,0.8050016975104721,-26.0,112.0,-138.0
2023-02-09 05:00:00+00:00,28.284459697276304,28.422528283469447,27.189767675192368,27.34756088256836,4.39064,0.0,0.0,28.522502994537355,28.262683064224408,-1.8059476237590744,30.13693120871802,26.90807478035669,0.4214317258284685,-0.018059476237590744,120.07329471343995,0.9368988147079449,1.2327606082770792,1,0.9908879827517187,-2.0,0.0,-2.0,0.9650923919598168,-1.0,2.0,-3.0,0.9799068080793689,-6.0,27.0,-33.0,0.7921847665619516,-26.0,112.0,-138.0
2023-02-10 05:00:00+00:00,27.248939939284423,27.603975600071006,26.96294045335124,27.41659545898437,3.12325,0.0,0.0,28.417700481414794,28.132515740341326,0.2524341264380059,30.03362617026475,26.80177479256484,0.41691984995553466,0.002524341264380059,85.62888176727294,-0.16765551969994874,0.6410351467197657,1,1.0012605795656826,0.0,1.0,-1.0,0.9822627206755886,-1.0,2.0,-3.0,0.9836460434151092,-4.0,28.0,-32.0,0.7958036522697431,-24.0,113.0,-137.0
2023-02-13 05:00:00+00:00,27.48563170778796,28.156251907348636,27.337698928033248,28.156251907348636,3.23475,0.0,0.0,28.358649826049806,28.136167458342452,2.697842076966861,29.91842660019843,26.798873051901182,0.4303607290086967,0.02697842076966861,91.078435857296,-0.6706201995606769,0.8185529793153883,1,1.0133096734001859,2.0,2.0,0.0,1.0097616180367661,1.0,3.0,-2.0,1.0112509084949268,-4.0,28.0,-32.0,0.818867830726809,-22.0,114.0,-136.0
2023-02-14 05:00:00+00:00,27.988594054413,28.32390506676765,27.60397337361224,28.24500846862793,2.79289,0.0,0.0,28.328882694244385,28.152912229155604,0.3152286091606227,29.87259309952969,26.785172288959078,0.42681993043486877,0.0031522860916062267,78.88520170194626,-0.2564144142149303,0.7199316931554094,1,1.0015736627282377,2.0,2.0,0.0,1.0158909745160662,1.0,3.0,-2.0,1.0147588618662582,-2.0,29.0,-31.0,0.8231244672919651,-22.0,114.0,-136.0
2023-02-15 05:00:00+00:00,27.968872191358205,28.48169915480126,27.771629749311643,28.45211410522461,2.33594,0.0,0.0,28.347957038879393,28.198943287012376,0.7332468560833139,29.887653666375435,26.80826041138335,0.4162941614655951,0.007332468560833139,66.46243142295837,-0.48324191386640436,0.710069405489616,-1,1.0036528421054685,2.0,2.0,0.0,1.0189305718830146,3.0,4.0,-1.0,1.0226102923023819,-2.0,29.0,-31.0,0.8308151726177676,-20.0,115.0,-135.0
2023-02-16 05:00:00+00:00,28.106940807668785,28.43238952072637,27.74204285373472,27.811079025268555,2.89725,0.0,0.0,28.353979110717773,28.13927186212871,-2.2530314534284224,29.883761065053346,26.8241971563822,0.42165062489926547,-0.022530314534284224,80.57564870595932,0.2958617824002303,0.6903466669916511,-1,0.9886064930856434,0.0,1.0,-1.0,0.9926781399290902,3.0,4.0,-1.0,1.000344973787938,-2.0,29.0,-31.0,0.8137226935169445,-20.0,115.0,-135.0
